week_start,district,disease,cases,temperature,humidity,rainfall,population_density,sanitation_index,cases_last_4weeks,cases_last_8weeks,CERS
2015-09-27,Abbottabad,Heat Stroke,20,30.6,65.6,3.6,725,0.76,54.0,54.0,38.86190476190476
2016-01-31,Abbottabad,Heat Stroke,19,34.6,63.1,1.0,103,0.95,61.0,73.0,12.457142857142859
2017-06-25,Abbottabad,Heat Stroke,9,27.7,83.5,10.6,460,0.37,68.0,82.0,35.042857142857144
2017-07-09,Abbottabad,Heat Stroke,3,25.9,83.0,5.5,801,0.94,51.0,85.0,29.030952380952378
2017-11-26,Abbottabad,Heat Stroke,15,25.1,72.6,12.6,311,0.65,46.0,100.0,28.904761904761905
2017-12-10,Abbottabad,Heat Stroke,6,26.5,84.1,17.3,316,0.37,33.0,94.0,31.87857142857143
2017-12-24,Abbottabad,Heat Stroke,11,29.0,79.2,12.0,244,0.83,35.0,103.0,20.485714285714288
2018-02-18,Abbottabad,Heat Stroke,0,30.4,75.3,15.5,695,0.41,32.0,83.0,39.38333333333334
2018-04-15,Abbottabad,Heat Stroke,20,33.7,87.8,1.3,461,0.51,37.0,83.0,33.91190476190476
2018-05-13,Abbottabad,Heat Stroke,17,25.9,52.8,4.4,300,0.67,48.0,81.0,25.18095238095238
2018-05-20,Abbottabad,Heat Stroke,8,34.1,58.7,8.5,987,0.9,45.0,80.0,40.38809523809523
2018-06-03,Abbottabad,Heat Stroke,9,20.5,74.3,17.0,419,0.75,54.0,86.0,29.27619047619048
2019-02-03,Abbottabad,Heat Stroke,1,31.6,64.2,13.9,378,0.53,35.0,72.0,26.188095238095237
2019-06-23,Abbottabad,Heat Stroke,7,18.5,41.3,0.9,884,0.39,25.0,73.0,42.78333333333333
2019-09-22,Abbottabad,Heat Stroke,20,33.3,49.4,19.8,572,0.91,37.0,82.0,38.86190476190477
2019-10-27,Abbottabad,Heat Stroke,3,29.1,51.6,2.7,881,0.85,31.0,85.0,32.09761904761905
2020-08-09,Abbottabad,Heat Stroke,19,27.8,41.5,8.7,919,0.31,49.0,84.0,56.30714285714286
2021-04-04,Abbottabad,Heat Stroke,8,31.2,62.5,18.9,715,0.74,50.0,75.0,39.721428571428575
2021-09-19,Abbottabad,Heat Stroke,8,34.6,74.3,18.3,484,0.34,38.0,75.0,39.721428571428575
2022-02-20,Abbottabad,Heat Stroke,0,31.2,40.3,4.1,639,0.48,35.0,66.0,30.41666666666667
2022-08-21,Abbottabad,Heat Stroke,0,32.1,77.0,11.1,657,0.75,16.0,65.0,29.116666666666667
2022-09-25,Abbottabad,Heat Stroke,3,29.1,67.7,17.0,467,0.62,11.0,61.0,30.04761904761905
2022-10-16,Abbottabad,Heat Stroke,18,34.8,68.9,9.3,286,0.47,21.0,59.0,31.735714285714288
2023-01-08,Abbottabad,Heat Stroke,13,33.9,68.1,12.6,429,0.77,34.0,69.0,29.295238095238098
2024-01-14,Abbottabad,Heat Stroke,1,37.6,40.4,4.2,455,0.47,35.0,51.0,25.104761904761908
2024-03-24,Abbottabad,Heat Stroke,4,30.0,80.5,13.1,495,0.92,36.0,47.0,23.60238095238095
2024-05-05,Abbottabad,Heat Stroke,11,23.1,73.2,8.1,801,0.86,29.0,50.0,36.50238095238095
2024-06-02,Abbottabad,Heat Stroke,8,24.2,51.5,9.9,232,0.56,24.0,58.0,22.72142857142857
2024-06-16,Abbottabad,Heat Stroke,14,33.6,55.5,6.9,471,0.64,37.0,72.0,31.01666666666667
2024-08-04,Abbottabad,Heat Stroke,14,28.5,49.4,18.0,921,0.84,47.0,83.0,47.56666666666668
2024-08-25,Abbottabad,Heat Stroke,18,34.7,78.7,13.9,977,0.92,54.0,83.0,48.06904761904762
2025-02-09,Abbottabad,Heat Stroke,19,33.5,64.8,2.8,274,0.43,65.0,89.0,29.45714285714286
2025-06-08,Abbottabad,Heat Stroke,17,27.0,69.9,1.6,424,0.73,68.0,105.0,26.71428571428571
2025-06-15,Abbottabad,Heat Stroke,3,30.7,61.4,13.5,892,0.33,57.0,104.0,48.26428571428571
2025-10-12,Abbottabad,Heat Stroke,15,39.9,58.2,1.2,308,0.97,54.0,108.0,16.704761904761906
2015-01-18,Abbottabad,Hepatitis A,17,41.7,77.0,17.3,589,0.51,17.0,17.0,44.46428571428571
2015-08-09,Abbottabad,Hepatitis A,20,29.6,47.1,9.2,741,0.89,37.0,37.0,39.595238095238095
2015-12-06,Abbottabad,Hepatitis A,0,33.3,54.5,12.0,366,0.73,37.0,37.0,20.266666666666666
2015-12-27,Abbottabad,Hepatitis A,11,34.6,70.4,8.9,690,0.71,48.0,48.0,36.20238095238095
2016-05-01,Abbottabad,Hepatitis A,12,26.7,53.3,4.8,827,0.45,43.0,60.0,44.490476190476194
2016-05-08,Abbottabad,Hepatitis A,13,31.7,63.1,7.6,604,0.61,36.0,73.0,35.82857142857143
2016-06-19,Abbottabad,Hepatitis A,0,30.3,66.3,11.5,531,0.44,36.0,73.0,31.31666666666667
2016-07-31,Abbottabad,Hepatitis A,4,20.9,78.9,1.5,777,0.38,29.0,77.0,38.002380952380946
2017-01-08,Abbottabad,Hepatitis A,19,32.7,50.6,11.0,616,0.36,36.0,79.0,46.35714285714286
2017-02-26,Abbottabad,Hepatitis A,6,29.2,44.9,0.6,315,0.6,29.0,65.0,18.8952380952381
2017-08-06,Abbottabad,Hepatitis A,0,31.5,67.9,6.8,374,0.8,29.0,65.0,16.53333333333333
2017-10-22,Abbottabad,Hepatitis A,10,37.2,53.8,7.5,829,0.32,35.0,64.0,47.364285714285714
2017-11-19,Abbottabad,Hepatitis A,19,29.3,72.8,1.0,805,0.43,35.0,71.0,46.25714285714285
2018-04-01,Abbottabad,Hepatitis A,7,31.3,51.2,19.9,290,0.57,36.0,65.0,28.883333333333333
2018-05-20,Abbottabad,Hepatitis A,17,29.8,72.2,5.1,431,0.99,53.0,82.0,23.497619047619047
2018-11-04,Abbottabad,Hepatitis A,5,23.9,58.2,18.8,622,0.52,48.0,83.0,39.25714285714286
2018-11-18,Abbottabad,Hepatitis A,12,34.9,70.4,11.2,103,0.75,41.0,76.0,17.557142857142857
2019-01-20,Abbottabad,Hepatitis A,0,25.5,52.2,20.0,169,0.59,34.0,70.0,20.5
2019-04-14,Abbottabad,Hepatitis A,12,30.5,47.5,1.7,191,0.64,29.0,82.0,17.94047619047619
2019-05-19,Abbottabad,Hepatitis A,0,29.7,75.9,9.3,993,0.32,24.0,72.0,48.016666666666666
2022-01-16,Abbottabad,Hepatitis A,17,39.5,58.1,5.5,546,0.68,29.0,70.0,33.73095238095238
2022-05-01,Abbottabad,Hepatitis A,7,29.6,41.2,1.0,910,0.66,36.0,70.0,38.300000000000004
2022-05-15,Abbottabad,Hepatitis A,13,28.2,51.9,11.5,600,0.4,37.0,66.0,41.84523809523809
2022-07-24,Abbottabad,Hepatitis A,1,24.4,52.0,9.2,855,0.94,38.0,62.0,31.538095238095238
2022-08-07,Abbottabad,Hepatitis A,8,21.0,66.5,10.3,419,0.34,29.0,58.0,33.5547619047619
2022-10-09,Abbottabad,Hepatitis A,8,30.9,63.7,15.4,721,0.66,30.0,66.0,39.77142857142857
2023-04-16,Abbottabad,Hepatitis A,11,26.3,42.2,18.8,866,0.9,28.0,65.0,43.21904761904763
2023-05-21,Abbottabad,Hepatitis A,5,20.9,45.0,5.7,653,0.68,32.0,70.0,30.54047619047619
2023-07-30,Abbottabad,Hepatitis A,3,33.5,46.4,6.2,610,0.92,27.0,56.0,23.41428571428571
2023-12-10,Abbottabad,Hepatitis A,9,24.0,41.6,4.1,141,0.62,28.0,58.0,16.159523809523808
2024-01-28,Abbottabad,Hepatitis A,11,37.0,58.0,15.2,799,0.91,28.0,56.0,38.98571428571429
2024-04-14,Abbottabad,Hepatitis A,0,30.4,84.3,4.3,542,0.99,23.0,55.0,17.083333333333332
2024-05-12,Abbottabad,Hepatitis A,5,33.4,45.0,15.9,340,0.72,25.0,52.0,24.407142857142862
2024-10-13,Abbottabad,Hepatitis A,15,35.6,43.7,1.2,267,0.41,31.0,59.0,26.538095238095238
2025-02-23,Abbottabad,Hepatitis A,5,23.0,62.9,6.1,953,0.56,25.0,53.0,43.140476190476186
2025-04-06,Abbottabad,Hepatitis A,14,35.5,85.3,9.7,641,0.93,39.0,62.0,32.28333333333334
2025-05-11,Abbottabad,Hepatitis A,18,31.8,42.9,2.1,567,0.9,52.0,77.0,28.902380952380952
2025-06-08,Abbottabad,Hepatitis A,4,29.8,50.1,13.4,172,0.36,41.0,72.0,24.185714285714287
2025-08-24,Abbottabad,Hepatitis A,7,30.3,63.9,14.4,220,0.73,43.0,68.0,20.6
2025-09-14,Abbottabad,Hepatitis A,12,37.3,84.8,16.9,272,0.62,41.0,80.0,28.640476190476193
2025-11-30,Abbottabad,Hepatitis A,16,25.0,68.5,17.5,107,0.37,39.0,91.0,30.726190476190478
2015-01-04,Abbottabad,Hepatitis B,11,33.6,58.2,20.0,686,0.78,11.0,11.0,40.21904761904762
2015-12-13,Abbottabad,Hepatitis B,3,29.0,69.6,0.2,441,0.84,14.0,14.0,16.380952380952383
2016-01-24,Abbottabad,Hepatitis B,12,34.0,83.8,16.3,454,0.56,26.0,26.0,35.60714285714286
2016-02-28,Abbottabad,Hepatitis B,7,27.7,80.6,12.9,599,0.93,33.0,33.0,28.483333333333327
2016-10-02,Abbottabad,Hepatitis B,0,43.8,63.0,3.3,579,0.82,22.0,33.0,21.21666666666667
2016-10-09,Abbottabad,Hepatitis B,13,28.6,71.6,7.4,879,0.54,32.0,46.0,46.2952380952381
2017-06-18,Abbottabad,Hepatitis B,19,27.1,83.1,7.4,642,0.42,39.0,65.0,44.22380952380953
2017-08-13,Abbottabad,Hepatitis B,15,30.3,88.6,2.5,117,0.99,47.0,80.0,10.588095238095239
2017-10-29,Abbottabad,Hepatitis B,10,32.2,88.2,1.5,115,0.98,57.0,79.0,7.364285714285715
2018-02-04,Abbottabad,Hepatitis B,8,30.7,43.9,18.3,734,0.73,52.0,84.0,40.25476190476191
2018-02-18,Abbottabad,Hepatitis B,13,29.3,66.1,18.7,328,0.31,46.0,85.0,38.17857142857143
2018-07-08,Abbottabad,Hepatitis B,10,36.1,57.0,12.1,441,0.71,41.0,88.0,28.93095238095238
2018-07-22,Abbottabad,Hepatitis B,10,26.1,60.4,6.6,210,0.65,41.0,98.0,19.68095238095238
2018-09-23,Abbottabad,Hepatitis B,13,29.5,44.1,15.2,830,0.87,46.0,98.0,41.96190476190476
2018-10-14,Abbottabad,Hepatitis B,5,33.5,86.9,16.8,103,0.33,38.0,84.0,24.75714285714286
2018-10-21,Abbottabad,Hepatitis B,8,28.3,74.1,2.8,928,0.94,36.0,77.0,34.77142857142857
2018-11-04,Abbottabad,Hepatitis B,7,24.1,71.5,2.6,860,0.39,33.0,74.0,42.833333333333336
2018-11-25,Abbottabad,Hepatitis B,8,30.6,86.4,13.7,342,0.32,28.0,74.0,33.088095238095235
2019-02-17,Abbottabad,Hepatitis B,1,32.1,78.6,6.4,458,0.81,24.0,62.0,19.504761904761907
2019-05-05,Abbottabad,Hepatitis B,15,25.0,62.5,6.2,844,0.31,31.0,67.0,50.27142857142858
2019-10-13,Abbottabad,Hepatitis B,7,26.7,70.2,19.8,519,0.31,31.0,64.0,41.666666666666664
2019-12-01,Abbottabad,Hepatitis B,17,24.6,45.8,14.7,789,0.31,40.0,68.0,53.83095238095238
2019-12-08,Abbottabad,Hepatitis B,5,26.0,58.8,11.1,857,0.39,44.0,68.0,45.840476190476195
2020-05-10,Abbottabad,Hepatitis B,9,26.8,50.0,0.1,573,0.38,38.0,69.0,33.359523809523814
2020-10-18,Abbottabad,Hepatitis B,5,27.6,56.8,9.1,655,0.84,36.0,67.0,29.107142857142858
2020-11-08,Abbottabad,Hepatitis B,17,36.7,67.5,15.9,360,0.68,36.0,76.0,32.73095238095238
2021-06-06,Abbottabad,Hepatitis B,6,19.8,64.0,7.6,939,0.56,37.0,81.0,43.9952380952381
2021-07-04,Abbottabad,Hepatitis B,9,26.5,68.7,7.2,539,0.3,37.0,75.0,37.376190476190466
2021-08-22,Abbottabad,Hepatitis B,1,34.7,42.4,11.4,636,0.59,33.0,69.0,32.338095238095235
2021-12-19,Abbottabad,Hepatitis B,1,23.7,79.6,17.8,443,0.68,17.0,53.0,27.304761904761904
2022-01-02,Abbottabad,Hepatitis B,10,36.6,71.5,11.0,382,0.98,21.0,58.0,21.014285714285712
2022-03-27,Abbottabad,Hepatitis B,19,30.2,61.5,12.4,869,0.56,31.0,68.0,51.49047619047617
2022-04-10,Abbottabad,Hepatitis B,15,35.8,71.9,3.7,756,0.81,45.0,78.0,36.08809523809524
2023-02-12,Abbottabad,Hepatitis B,15,30.0,89.6,6.3,355,0.82,59.0,76.0,23.82142857142857
2023-03-12,Abbottabad,Hepatitis B,18,28.8,71.0,9.5,381,0.37,67.0,88.0,37.00238095238095
2023-05-07,Abbottabad,Hepatitis B,17,34.1,42.4,7.2,478,0.87,65.0,96.0,28.514285714285712
2023-05-21,Abbottabad,Hepatitis B,4,36.9,80.6,6.6,849,0.34,54.0,99.0,43.752380952380946
2023-11-19,Abbottabad,Hepatitis B,14,35.7,65.3,15.0,955,0.54,53.0,112.0,53.2
2023-12-31,Abbottabad,Hepatitis B,4,31.4,70.8,1.1,747,0.69,39.0,106.0,30.602380952380955
2024-01-28,Abbottabad,Hepatitis B,19,28.2,69.7,17.4,792,0.61,41.0,106.0,50.423809523809524
2024-02-04,Abbottabad,Hepatitis B,18,33.7,53.0,1.4,631,0.69,55.0,109.0,34.885714285714286
2024-03-17,Abbottabad,Hepatitis B,4,24.3,55.2,12.7,496,0.48,45.0,98.0,32.23571428571429
2024-06-09,Abbottabad,Hepatitis B,5,23.9,66.2,7.7,261,0.98,46.0,85.0,12.473809523809525
2024-07-28,Abbottabad,Hepatitis B,8,33.5,56.1,13.8,152,0.65,35.0,76.0,20.204761904761902
2024-12-22,Abbottabad,Hepatitis B,18,25.2,84.0,10.5,912,0.55,35.0,90.0,51.602380952380955
2025-06-15,Abbottabad,Hepatitis B,16,38.2,56.9,17.0,386,0.47,47.0,92.0,37.77619047619048
2025-09-14,Abbottabad,Hepatitis B,0,38.9,47.2,19.6,554,0.32,42.0,88.0,38.53333333333334
2025-10-19,Abbottabad,Hepatitis B,20,40.9,54.2,1.9,493,0.4,54.0,89.0,37.47857142857143
2025-12-07,Abbottabad,Hepatitis B,2,38.6,44.1,6.3,389,0.94,38.0,73.0,15.126190476190477
2015-01-11,Abbottabad,Hepatitis C,14,38.0,56.8,17.3,867,0.67,14.0,14.0,48.81666666666667
2015-03-22,Abbottabad,Hepatitis C,18,30.0,48.4,12.8,658,0.74,32.0,32.0,40.48571428571429
2015-04-05,Abbottabad,Hepatitis C,1,30.6,44.9,17.9,491,0.96,33.0,33.0,23.354761904761904
2015-05-17,Abbottabad,Hepatitis C,10,31.1,60.7,11.3,637,0.9,43.0,43.0,31.264285714285712
2015-10-11,Abbottabad,Hepatitis C,1,35.1,53.8,3.2,430,0.98,30.0,44.0,13.571428571428571
2015-12-13,Abbottabad,Hepatitis C,16,28.9,55.4,8.3,344,0.37,28.0,60.0,34.02619047619048
2016-05-15,Abbottabad,Hepatitis C,0,25.5,40.9,2.2,882,0.37,27.0,60.0,39.766666666666666
2016-06-12,Abbottabad,Hepatitis C,17,28.4,46.3,8.7,534,0.83,34.0,77.0,31.930952380952384
2016-06-19,Abbottabad,Hepatitis C,3,31.8,66.6,5.1,474,0.92,36.0,66.0,18.33095238095238
2016-07-10,Abbottabad,Hepatitis C,1,40.3,60.9,7.7,544,0.74,21.0,49.0,24.421428571428574
2017-01-15,Abbottabad,Hepatitis C,7,23.8,76.7,20.0,400,0.6,28.0,55.0,32.00000000000001
2018-02-18,Abbottabad,Hepatitis C,0,27.9,56.0,17.1,770,0.77,11.0,45.0,35.483333333333334
2019-03-24,Abbottabad,Hepatitis C,1,27.8,55.5,8.7,879,0.57,9.0,45.0,39.48809523809524
2019-04-21,Abbottabad,Hepatitis C,6,29.0,40.4,9.5,775,0.4,14.0,35.0,42.67857142857142
2019-10-06,Abbottabad,Hepatitis C,17,29.2,69.5,17.6,408,0.41,24.0,52.0,40.58095238095238
2019-12-29,Abbottabad,Hepatitis C,5,22.4,78.0,3.7,598,0.68,29.0,40.0,27.70714285714286
2020-08-02,Abbottabad,Hepatitis C,9,29.9,55.0,11.8,692,0.84,37.0,46.0,33.976190476190474
2020-11-22,Abbottabad,Hepatitis C,16,38.2,56.8,0.5,837,0.41,47.0,61.0,45.75952380952381
2020-11-29,Abbottabad,Hepatitis C,11,22.3,76.3,9.3,704,0.68,41.0,65.0,37.46904761904762
2021-03-28,Abbottabad,Hepatitis C,13,41.1,71.3,11.5,251,0.54,49.0,78.0,27.411904761904758
2021-04-25,Abbottabad,Hepatitis C,6,27.4,79.7,16.9,798,0.91,46.0,83.0,36.945238095238096
2021-05-02,Abbottabad,Hepatitis C,18,25.5,52.8,16.6,350,0.56,48.0,95.0,35.71904761904762
2022-01-16,Abbottabad,Hepatitis C,11,33.3,79.1,11.6,691,0.86,48.0,89.0,34.58571428571429
2022-05-29,Abbottabad,Hepatitis C,9,23.7,46.8,16.4,275,0.43,44.0,93.0,30.57619047619048
2022-07-03,Abbottabad,Hepatitis C,17,35.6,87.9,7.8,683,0.57,55.0,101.0,41.647619047619045
2022-07-10,Abbottabad,Hepatitis C,6,36.5,62.6,4.5,414,0.41,43.0,91.0,27.9452380952381
2023-03-05,Abbottabad,Hepatitis C,8,27.5,56.3,9.8,646,0.58,40.0,88.0,36.07142857142857
2023-06-25,Abbottabad,Hepatitis C,6,25.2,78.6,11.1,638,0.52,37.0,81.0,36.51190476190476
2024-06-09,Abbottabad,Hepatitis C,12,29.8,73.7,15.1,674,0.96,32.0,87.0,34.340476190476195
2024-06-23,Abbottabad,Hepatitis C,6,27.6,77.0,19.6,202,0.81,32.0,75.0,20.42857142857143
2024-06-30,Abbottabad,Hepatitis C,7,27.4,75.4,3.1,220,0.81,31.0,71.0,13.350000000000001
2024-08-18,Abbottabad,Hepatitis C,17,28.7,88.3,8.3,836,0.54,42.0,79.0,47.59761904761904
2024-12-08,Abbottabad,Hepatitis C,2,28.1,63.9,7.9,753,0.46,32.0,64.0,37.65952380952381
2024-12-15,Abbottabad,Hepatitis C,8,23.7,52.7,18.8,988,0.8,34.0,66.0,47.57142857142857
2025-04-06,Abbottabad,Hepatitis C,15,34.2,69.5,15.2,197,0.98,42.0,73.0,19.804761904761907
2015-02-22,Abbottabad,Influenza,30,26.8,56.4,13.7,297,0.34,30.0,30.0,43.759523809523806
2015-07-12,Abbottabad,Influenza,19,37.4,50.4,15.9,662,0.36,49.0,49.0,50.34047619047619
2015-09-20,Abbottabad,Influenza,4,30.2,88.8,5.4,606,0.58,53.0,53.0,30.252380952380953
2015-10-18,Abbottabad,Influenza,4,27.8,46.1,11.2,699,0.81,57.0,57.0,31.65238095238095
2015-11-01,Abbottabad,Influenza,19,20.7,49.2,11.9,599,0.57,46.0,76.0,42.04047619047619
2015-11-22,Abbottabad,Influenza,14,34.4,81.6,10.6,613,0.58,41.0,90.0,38.800000000000004
2016-03-13,Abbottabad,Influenza,2,29.1,71.4,10.9,502,0.49,39.0,92.0,30.192857142857143
2016-04-10,Abbottabad,Influenza,11,39.0,43.9,11.6,452,0.95,46.0,103.0,24.81904761904762
2016-05-01,Abbottabad,Influenza,6,23.7,49.5,16.9,456,0.87,33.0,79.0,26.345238095238095
2016-07-17,Abbottabad,Influenza,14,34.9,86.3,15.5,251,0.42,33.0,74.0,32.38333333333334
2016-10-02,Abbottabad,Influenza,16,32.6,49.7,3.1,241,0.71,47.0,86.0,21.192857142857147
2016-10-09,Abbottabad,Influenza,1,41.7,48.6,19.2,416,0.83,37.0,83.0,24.104761904761904
2017-03-12,Abbottabad,Influenza,10,26.8,75.0,1.3,856,0.76,41.0,74.0,36.364285714285714
2017-03-19,Abbottabad,Influenza,2,21.0,56.0,2.6,235,0.34,29.0,62.0,20.14285714285714
2017-08-27,Abbottabad,Influenza,11,24.6,63.1,3.0,199,0.63,24.0,71.0,18.485714285714288
2017-10-08,Abbottabad,Influenza,12,27.9,64.9,15.2,158,0.8,35.0,72.0,20.390476190476193
2018-02-18,Abbottabad,Influenza,29,30.8,54.7,3.5,218,0.61,54.0,95.0,30.05476190476191
2018-03-04,Abbottabad,Influenza,3,33.7,84.8,2.1,513,0.78,55.0,84.0,20.930952380952384
2018-04-15,Abbottabad,Influenza,5,38.2,47.6,11.8,504,0.7,49.0,73.0,28.223809523809525
2018-08-19,Abbottabad,Influenza,8,30.4,44.9,8.7,538,0.82,45.0,80.0,27.12142857142857
2018-09-30,Abbottabad,Influenza,6,23.0,87.6,0.7,203,0.81,22.0,76.0,11.011904761904761
2018-10-14,Abbottabad,Influenza,1,22.7,40.9,11.3,387,0.83,20.0,75.0,19.188095238095237
2019-03-31,Abbottabad,Influenza,7,34.8,78.2,7.4,824,0.89,22.0,71.0,34.03333333333333
2019-04-21,Abbottabad,Influenza,4,34.7,64.9,2.4,359,0.42,18.0,63.0,23.719047619047622
2020-10-04,Abbottabad,Influenza,14,32.2,64.3,14.7,766,0.91,26.0,48.0,39.35000000000001
2020-11-08,Abbottabad,Influenza,13,18.4,55.1,17.4,871,0.7,38.0,58.0,47.82857142857143
2021-01-10,Abbottabad,Influenza,25,26.1,54.2,10.3,825,0.64,56.0,78.0,50.80238095238096
2021-01-31,Abbottabad,Influenza,35,32.1,80.2,17.4,665,0.4,87.0,105.0,59.533333333333324
2021-02-21,Abbottabad,Influenza,34,32.4,42.0,10.6,226,0.74,107.0,133.0,34.12857142857143
2021-03-14,Abbottabad,Influenza,19,34.8,78.5,14.9,375,0.3,113.0,151.0,41.47380952380952
2021-05-30,Abbottabad,Influenza,14,32.1,81.1,10.1,846,0.71,102.0,158.0,43.71666666666666
2021-06-13,Abbottabad,Influenza,13,34.5,74.5,17.7,238,0.33,80.0,167.0,34.278571428571425
2021-10-10,Abbottabad,Influenza,8,23.9,63.7,1.3,788,0.93,54.0,161.0,29.554761904761907
2021-10-17,Abbottabad,Influenza,9,31.2,70.1,1.3,258,0.79,44.0,157.0,15.25952380952381
2022-04-03,Abbottabad,Influenza,4,36.2,45.2,6.4,954,0.64,34.0,136.0,41.15238095238095
2022-07-24,Abbottabad,Influenza,16,21.4,41.0,6.5,227,0.39,37.0,117.0,28.826190476190472
2022-07-31,Abbottabad,Influenza,10,31.3,46.1,0.3,712,0.43,39.0,93.0,37.664285714285725
2023-03-26,Abbottabad,Influenza,10,23.1,62.9,14.5,403,0.74,40.0,84.0,28.264285714285712
2023-11-05,Abbottabad,Influenza,16,37.2,82.5,14.7,523,0.76,52.0,86.0,35.392857142857146
2023-12-10,Abbottabad,Influenza,17,33.4,70.7,15.8,799,0.59,53.0,90.0,49.114285714285714
2024-03-03,Abbottabad,Influenza,11,42.4,79.0,18.9,346,0.63,54.0,93.0,31.33571428571429
2024-03-17,Abbottabad,Influenza,2,35.6,41.9,13.6,365,0.33,46.0,86.0,30.176190476190474
2024-06-09,Abbottabad,Influenza,17,34.6,88.3,8.5,178,0.86,47.0,99.0,19.364285714285714
2024-07-07,Abbottabad,Influenza,16,32.0,68.5,6.0,756,0.55,46.0,99.0,43.009523809523806
2024-12-15,Abbottabad,Influenza,31,32.0,86.9,10.4,705,0.99,66.0,120.0,43.28095238095238
2025-01-05,Abbottabad,Influenza,19,25.7,57.3,6.9,611,0.46,83.0,129.0,42.140476190476186
2025-08-24,Abbottabad,Influenza,11,30.2,80.8,17.4,936,0.33,77.0,124.0,56.25238095238095
2015-01-11,Abbottabad,Malaria,3,33.0,64.3,1.7,735,0.72,3.0,3.0,29.330952380952386
2015-08-09,Abbottabad,Malaria,44,30.9,50.2,0.3,748,0.75,47.0,47.0,51.89285714285714
2017-02-05,Abbottabad,Malaria,5,21.9,78.3,1.3,702,0.77,52.0,52.0,28.173809523809524
2017-03-05,Abbottabad,Malaria,16,39.2,78.9,2.6,780,0.39,68.0,68.0,45.30952380952381
2017-04-02,Abbottabad,Malaria,9,24.7,40.6,16.4,509,0.35,74.0,77.0,39.97619047619048
2017-05-28,Abbottabad,Malaria,15,24.1,68.1,8.1,756,0.32,45.0,92.0,48.08809523809524
2018-06-17,Abbottabad,Malaria,1,26.4,63.5,6.6,809,0.75,41.0,93.0,32.50476190476191
2018-07-29,Abbottabad,Malaria,34,27.5,89.9,19.7,903,0.38,59.0,127.0,68.4452380952381
2018-10-07,Abbottabad,Malaria,15,25.4,68.6,0.5,792,0.65,65.0,139.0,38.88809523809523
2019-06-09,Abbottabad,Malaria,2,23.9,67.8,17.7,534,0.84,52.0,97.0,27.65952380952381
2019-08-25,Abbottabad,Malaria,31,28.1,48.2,1.3,175,0.4,82.0,123.0,32.86428571428572
2019-09-29,Abbottabad,Malaria,55,30.8,70.5,18.5,480,0.53,103.0,162.0,62.7452380952381
2019-11-24,Abbottabad,Malaria,14,24.7,67.1,7.0,141,0.58,102.0,167.0,21.26666666666667
2020-02-02,Abbottabad,Malaria,19,25.6,65.6,19.7,326,0.87,119.0,171.0,30.840476190476192
2020-05-17,Abbottabad,Malaria,13,31.8,63.3,4.2,742,0.84,101.0,183.0,34.12857142857143
2020-09-13,Abbottabad,Malaria,41,33.9,41.8,12.1,854,0.55,87.0,190.0,63.61190476190476
2020-12-06,Abbottabad,Malaria,13,26.9,48.7,15.7,899,0.8,86.0,188.0,45.91190476190476
2021-02-14,Abbottabad,Malaria,3,30.0,65.4,9.5,793,0.84,70.0,189.0,32.76428571428571
2021-05-02,Abbottabad,Malaria,19,33.5,88.9,1.7,854,0.92,76.0,177.0,38.44047619047618
2021-07-04,Abbottabad,Malaria,25,33.9,40.7,1.6,139,0.89,60.0,147.0,18.58571428571429
2021-09-19,Abbottabad,Malaria,47,26.3,83.0,11.5,548,0.78,94.0,180.0,51.94047619047619
2021-10-03,Abbottabad,Malaria,9,29.8,87.5,13.1,733,0.63,100.0,170.0,40.19285714285714
2022-02-13,Abbottabad,Malaria,2,32.0,65.5,9.2,952,0.62,83.0,159.0,41.74285714285714
2022-02-27,Abbottabad,Malaria,4,30.0,82.4,17.4,857,0.78,62.0,122.0,40.61904761904762
2022-05-22,Abbottabad,Malaria,1,33.7,77.8,14.9,436,0.82,16.0,110.0,22.82142857142857
2022-06-05,Abbottabad,Malaria,15,24.0,67.3,12.0,672,0.68,22.0,122.0,40.03809523809524
2023-04-09,Abbottabad,Malaria,14,21.6,76.3,0.5,474,0.69,34.0,117.0,26.916666666666668
2023-04-16,Abbottabad,Malaria,4,37.9,50.6,16.9,750,0.98,34.0,96.0,32.80238095238095
2023-04-23,Abbottabad,Malaria,14,32.2,67.5,9.1,596,0.79,47.0,63.0,33.28333333333333
2023-05-14,Abbottabad,Malaria,0,26.2,60.9,17.7,345,0.73,32.0,54.0,22.416666666666668
2023-06-18,Abbottabad,Malaria,18,30.8,67.1,4.2,929,0.56,36.0,70.0,48.819047619047616
2023-11-05,Abbottabad,Malaria,17,29.7,83.8,2.0,233,0.67,49.0,83.0,21.74761904761905
2024-08-25,Abbottabad,Malaria,58,27.3,87.8,19.8,299,0.44,93.0,140.0,60.87619047619047
2024-09-01,Abbottabad,Malaria,27,26.1,63.5,9.2,533,0.57,120.0,152.0,43.06190476190476
2024-10-06,Abbottabad,Malaria,14,27.6,86.9,5.5,465,0.67,116.0,152.0,29.51666666666667
2025-01-12,Abbottabad,Malaria,17,30.6,53.2,9.6,193,0.96,116.0,165.0,18.414285714285718
2025-06-22,Abbottabad,Malaria,15,27.6,46.7,10.2,378,0.47,73.0,166.0,33.53809523809524
