date,district,lat,lon,disease,cases,lag_1,lag_2,lag_3,temperature,humidity,rainfall,population_density,sanitation_score
2015-04-07,Sargodha,32.0836,72.6711,Typhoid,7,1,1,0,38.0,83.1,38.9,2649,30
2015-04-04,Faisalabad,31.4181,73.0798,Cholera,3,6,5,0,39.2,78.0,40.9,1101,39
2015-02-27,Hyderabad,25.396,68.3578,Hepatitis A,5,0,8,4,31.9,79.2,29.3,2527,79
2015-04-10,Gwadar,25.1214,62.3256,Measles,7,1,5,4,39.4,79.5,37.8,3206,36
2015-01-07,Turbat,26.0043,63.0488,Hepatitis E,7,6,5,0,20.2,59.0,0.0,2245,70
2015-05-25,Karachi South,24.809,66.991,Cholera,6,4,1,1,39.3,71.8,28.3,3410,90
2015-05-10,Jhelum,32.9333,73.7333,GI Infections,3,1,6,5,37.4,79.3,35.3,3536,73
2015-03-29,Karachi South,24.809,66.991,Skin Infections,2,3,3,5,38.3,76.5,42.8,3410,90
2015-04-10,Quetta,30.1798,66.975,Pneumonia,2,2,2,6,37.8,77.2,41.1,2413,46
2015-05-22,Hyderabad,25.396,68.3578,Rubella,0,2,5,6,39.4,73.2,32.1,2527,79
2015-02-18,Faisalabad,31.4181,73.0798,Rotavirus,8,6,7,5,30.5,70.1,24.5,1101,39
2015-01-13,Larkana,27.56,68.21,Skin Infections,4,3,0,5,19.4,61.2,0.0,2445,71
2015-05-22,Gujranwala,32.1877,74.1945,Pneumonia,3,9,6,6,37.9,76.3,29.7,3361,37
2015-05-04,Sheikhupura,31.7131,73.9783,Malaria,3,5,0,6,40.6,79.6,36.2,2990,42
2015-03-23,Peshawar,34.0151,71.5805,Hepatitis A,2,1,2,7,36.1,78.0,40.1,1934,48
2015-05-25,Bahawalpur,29.3956,71.6833,GI Infections,8,5,4,1,39.8,75.7,32.3,1135,66
2015-04-19,Gwadar,25.1214,62.3256,Cholera,3,2,0,0,40.3,78.8,41.7,3206,36
2015-04-13,Lahore,31.5497,74.3436,Pneumonia,0,5,10,8,40.1,79.2,40.6,2677,60
2015-04-04,Bahawalpur,29.3956,71.6833,Measles,5,2,4,4,37.5,80.6,41.3,1135,66
2015-03-29,Gwadar,25.1214,62.3256,Polio,3,5,4,5,37.0,81.3,39.9,3206,36
2015-03-20,Turbat,26.0043,63.0488,Malaria,2,5,4,7,38.1,79.7,38.2,2245,70
2015-05-16,Jhelum,32.9333,73.7333,Allergies,3,4,3,2,40.0,76.4,34.8,3536,73
2015-04-25,Quetta,30.1798,66.975,Measles,9,8,4,0,39.1,80.0,42.0,2413,46
2015-02-24,Gwadar,25.1214,62.3256,Allergies,2,5,4,7,30.0,72.7,24.7,3206,36
2015-01-04,Karachi South,24.809,66.991,GI Infections,7,6,0,0,18.2,61.9,0.0,3410,90
2015-05-07,Hyderabad,25.396,68.3578,Cholera,0,1,2,0,39.2,78.2,37.8,2527,79
2015-03-29,Dera Ghazi Khan,30.0561,70.6347,Rubella,5,9,10,3,37.3,78.5,41.1,1782,70
2015-03-05,Hyderabad,25.396,68.3578,Malaria,3,10,6,1,32.8,75.7,30.8,2527,79
2015-05-25,Hyderabad,25.396,68.3578,Skin Infections,4,8,2,0,38.3,73.4,29.8,2527,79
2015-01-19,Rawalpindi,33.6167,73.0667,Tuberculosis,4,2,8,1,21.5,65.8,4.2,1514,35
2015-01-28,Larkana,27.56,68.21,Tuberculosis,7,10,6,8,24.9,64.2,8.4,2445,71
2015-05-25,Multan,30.1575,71.5249,Measles,13,9,4,6,38.6,74.3,30.6,1743,34
2015-02-03,Gwadar,25.1214,62.3256,Hepatitis A,12,4,1,3,25.4,67.4,15.1,3206,36
2015-05-28,Lahore,31.5497,74.3436,Rotavirus,1,1,5,8,37.8,73.5,24.6,2677,60
2015-01-13,Bahawalpur,29.3956,71.6833,COVID19,4,3,5,5,19.7,58.5,0.0,1135,66
2015-05-07,Turbat,26.0043,63.0488,Hepatitis A,5,4,6,3,39.9,76.4,35.5,2245,70
2015-05-22,Turbat,26.0043,63.0488,Hepatitis A,5,9,1,3,39.0,76.7,31.9,2245,70
2015-03-08,Lahore,31.5497,74.3436,Tuberculosis,10,0,2,6,32.4,77.4,34.0,2677,60
2015-02-09,Sargodha,32.0836,72.6711,Allergies,1,6,7,7,28.6,71.3,17.3,2649,30
2015-03-08,Multan,30.1575,71.5249,Rotavirus,3,10,5,3,32.6,79.6,34.8,1743,34
2015-01-31,Islamabad,33.6844,73.0479,Mumps,4,6,6,2,26.1,66.0,13.1,2816,30
2015-03-26,Multan,30.1575,71.5249,Malaria,8,8,3,5,37.6,78.5,37.7,1743,34
2015-05-16,Sheikhupura,31.7131,73.9783,Mumps,7,9,5,9,39.5,78.2,33.5,2990,42
2015-01-31,Islamabad,33.6844,73.0479,Measles,5,7,4,0,26.1,66.0,13.1,2816,30
2015-05-01,Gwadar,25.1214,62.3256,Rotavirus,0,4,7,0,40.5,76.5,39.7,3206,36
2015-05-25,Peshawar,34.0151,71.5805,Hepatitis E,6,7,6,5,40.2,78.4,29.3,1934,48
2015-04-07,Sargodha,32.0836,72.6711,Rotavirus,7,2,8,2,38.0,83.1,38.9,2649,30
2015-04-07,Hyderabad,25.396,68.3578,Polio,0,1,2,3,38.6,82.6,43.6,2527,79
2015-04-16,Jhelum,32.9333,73.7333,GI Infections,7,4,6,3,40.0,78.4,36.2,3536,73
2015-05-25,Islamabad,33.6844,73.0479,Mumps,1,6,3,8,37.5,73.8,30.1,2816,30
2015-05-01,Hyderabad,25.396,68.3578,Tuberculosis,4,4,10,1,40.4,80.1,38.5,2527,79
2015-03-23,Jhelum,32.9333,73.7333,COVID19,24,18,21,18,38.3,78.3,39.0,3536,73
2015-02-24,Sukkur,27.705,68.857,Hepatitis E,1,6,6,10,32.3,75.7,29.4,4954,59
2015-04-25,Islamabad,33.6844,73.0479,Eye Infections,0,2,5,4,39.2,79.7,39.8,2816,30
2015-01-10,Gwadar,25.1214,62.3256,Skin Infections,7,9,1,6,20.8,58.7,0.0,3206,36
2015-02-21,Gujranwala,32.1877,74.1945,Rubella,6,6,3,7,29.6,69.8,28.0,3361,37
2015-01-01,Faisalabad,31.4181,73.0798,Tuberculosis,4,0,0,0,18.7,55.7,0.0,1101,39
2015-04-25,Islamabad,33.6844,73.0479,Asthma,3,6,7,7,39.2,79.7,39.8,2816,30
2015-01-22,Sargodha,32.0836,72.6711,Tuberculosis,2,9,7,0,22.9,58.1,9.2,2649,30
2015-01-16,Turbat,26.0043,63.0488,COVID19,6,1,6,8,21.2,65.2,0.5,2245,70
2015-01-22,Jhelum,32.9333,73.7333,Hepatitis A,3,7,4,5,23.8,64.5,7.9,3536,73
2015-01-28,Jhelum,32.9333,73.7333,Influenza,12,13,8,12,24.9,68.0,8.0,3536,73
2015-03-05,Peshawar,34.0151,71.5805,Hepatitis E,3,9,0,1,33.6,77.8,32.3,1934,48
2015-02-18,Faisalabad,31.4181,73.0798,Allergies,14,11,4,5,30.5,70.1,24.5,1101,39
2015-01-16,Peshawar,34.0151,71.5805,Allergies,4,3,7,7,22.6,62.9,2.1,1934,48
2015-04-25,Sialkot,32.4945,74.5229,Influenza,5,4,3,1,39.6,82.7,37.1,2870,73
2015-01-01,Turbat,26.0043,63.0488,Rubella,6,0,0,0,19.6,51.8,0.0,2245,70
2015-04-07,Gwadar,25.1214,62.3256,Mumps,0,5,5,3,37.1,76.7,42.4,3206,36
2015-03-05,Lahore,31.5497,74.3436,Eye Infections,9,5,5,6,34.8,72.8,30.3,2677,60
2015-03-20,Dera Ghazi Khan,30.0561,70.6347,Rotavirus,6,4,6,7,35.8,78.2,36.5,1782,70
2015-02-09,Islamabad,33.6844,73.0479,Polio,3,3,7,5,29.1,67.8,20.3,2816,30
2015-04-22,Islamabad,33.6844,73.0479,Rubella,4,6,4,8,39.4,78.6,42.6,2816,30
2015-01-16,Quetta,30.1798,66.975,Rotavirus,6,2,5,2,22.7,65.1,1.8,2413,46
2015-03-08,Quetta,30.1798,66.975,Dengue,6,2,3,6,32.4,79.0,34.6,2413,46
2015-04-19,Karachi South,24.809,66.991,Skin Infections,4,0,2,0,40.9,81.7,36.9,3410,90
2015-04-01,Lahore,31.5497,74.3436,Hepatitis E,6,10,0,6,36.8,76.3,40.8,2677,60
2015-01-13,Sargodha,32.0836,72.6711,Hepatitis A,5,5,6,5,22.1,58.5,1.5,2649,30
2015-05-28,Larkana,27.56,68.21,Eye Infections,2,9,12,10,38.1,73.9,29.7,2445,71
2015-05-25,Dera Ghazi Khan,30.0561,70.6347,Rubella,0,3,8,5,38.1,72.0,28.7,1782,70
2015-02-24,Sheikhupura,31.7131,73.9783,Hepatitis E,3,4,5,9,30.5,71.0,30.6,2990,42
2015-04-13,Bahawalpur,29.3956,71.6833,Influenza,2,2,2,3,39.2,79.1,38.5,1135,66
2015-01-04,Sukkur,27.705,68.857,Allergies,0,3,0,0,17.7,55.3,0.0,4954,59
2015-04-22,Multan,30.1575,71.5249,Hepatitis E,3,6,7,0,39.3,77.5,41.6,1743,34
2015-03-29,Sukkur,27.705,68.857,COVID19,19,17,16,17,37.3,77.9,38.0,4954,59
2015-02-09,Gujranwala,32.1877,74.1945,Measles,3,6,6,3,26.2,66.0,16.6,3361,37
2015-05-07,Peshawar,34.0151,71.5805,Mumps,4,3,6,6,40.9,76.0,37.7,1934,48
2015-03-02,Sheikhupura,31.7131,73.9783,Typhoid,5,2,4,7,34.1,76.4,31.2,2990,42
2015-04-01,Gujranwala,32.1877,74.1945,Dengue,3,2,4,5,37.6,78.1,41.2,3361,37
2015-02-24,Sukkur,27.705,68.857,Eye Infections,6,0,8,10,32.3,75.7,29.4,4954,59
2015-01-28,Sargodha,32.0836,72.6711,Polio,4,2,4,6,24.3,63.2,10.1,2649,30
2015-04-01,Sukkur,27.705,68.857,Hepatitis A,6,2,0,0,36.7,79.2,40.8,4954,59
2015-05-16,Gujranwala,32.1877,74.1945,Polio,5,2,9,2,37.8,80.0,35.0,3361,37
2015-04-19,Lahore,31.5497,74.3436,Eye Infections,6,3,4,4,39.4,77.1,39.7,2677,60
2015-05-28,Karachi South,24.809,66.991,GI Infections,3,7,7,8,38.0,73.6,28.1,3410,90
2015-01-16,Lahore,31.5497,74.3436,Skin Infections,4,5,2,5,22.2,57.9,2.3,2677,60
2015-05-19,Turbat,26.0043,63.0488,Hepatitis E,7,3,5,1,39.2,75.2,31.8,2245,70
2015-04-01,Sargodha,32.0836,72.6711,Polio,5,4,8,1,39.1,81.3,40.1,2649,30
2015-03-05,Sargodha,32.0836,72.6711,Asthma,1,6,2,6,33.6,73.8,31.7,2649,30
2015-03-23,Sheikhupura,31.7131,73.9783,Rotavirus,7,9,7,7,38.9,77.5,36.7,2990,42
2015-02-12,Sialkot,32.4945,74.5229,Rotavirus,8,5,11,5,29.4,69.6,21.0,2870,73
2015-03-02,Islamabad,33.6844,73.0479,Hepatitis A,3,1,9,3,33.3,76.8,30.8,2816,30
2015-03-20,Hyderabad,25.396,68.3578,Allergies,6,4,2,4,35.8,76.6,38.6,2527,79
2015-03-11,Sheikhupura,31.7131,73.9783,Hepatitis E,11,7,0,10,34.8,80.6,34.2,2990,42
2015-04-04,Peshawar,34.0151,71.5805,Hepatitis E,3,9,1,6,38.1,80.4,36.8,1934,48
2015-03-14,Islamabad,33.6844,73.0479,Malaria,4,8,1,0,35.5,74.4,34.1,2816,30
2015-05-01,Sargodha,32.0836,72.6711,Eye Infections,11,3,2,4,42.0,81.7,37.3,2649,30
2015-01-19,Lahore,31.5497,74.3436,Tuberculosis,1,6,6,4,21.4,60.4,4.0,2677,60
2015-03-05,Gwadar,25.1214,62.3256,Hepatitis E,1,4,0,3,34.0,77.0,32.7,3206,36
2015-04-01,Hyderabad,25.396,68.3578,Measles,10,7,5,1,38.6,81.9,42.4,2527,79
2015-02-09,Bahawalpur,29.3956,71.6833,Rotavirus,7,10,5,5,27.4,68.5,22.3,1135,66
2015-03-29,Jhelum,32.9333,73.7333,Dengue,7,4,6,0,36.2,77.4,36.1,3536,73
2015-02-12,Jhelum,32.9333,73.7333,Hepatitis A,0,7,4,7,27.9,69.7,19.1,3536,73
2015-05-04,Larkana,27.56,68.21,Cholera,3,0,0,2,38.7,82.5,36.4,2445,71
2015-01-10,Islamabad,33.6844,73.0479,Rotavirus,2,0,3,6,19.7,59.6,0.0,2816,30
2015-02-27,Rawalpindi,33.6167,73.0667,Dengue,4,3,2,1,33.0,75.8,30.9,1514,35
2015-03-14,Rawalpindi,33.6167,73.0667,Influenza,3,7,7,3,34.4,77.4,32.2,1514,35
2015-03-11,Islamabad,33.6844,73.0479,Malaria,8,1,0,1,35.3,75.5,36.6,2816,30
2015-02-03,Bahawalpur,29.3956,71.6833,Mumps,6,9,3,6,27.1,68.7,15.8,1135,66
2015-03-08,Sialkot,32.4945,74.5229,Eye Infections,7,6,8,0,32.7,73.9,32.8,2870,73
2015-05-13,Bahawalpur,29.3956,71.6833,COVID19,11,3,3,2,38.6,75.2,36.4,1135,66
2015-05-13,Gujranwala,32.1877,74.1945,Hepatitis A,4,0,8,4,39.5,79.8,32.6,3361,37
2015-01-13,Bahawalpur,29.3956,71.6833,Allergies,0,0,4,1,19.7,58.5,0.0,1135,66
2015-04-13,Sheikhupura,31.7131,73.9783,COVID19,19,17,15,22,40.3,78.7,42.3,2990,42
2015-05-25,Turbat,26.0043,63.0488,Measles,7,2,3,2,39.9,73.8,28.9,2245,70
2015-05-01,Lahore,31.5497,74.3436,Influenza,1,2,9,6,39.3,75.3,40.4,2677,60
2015-03-11,Lahore,31.5497,74.3436,GI Infections,3,9,3,4,35.1,71.7,30.1,2677,60
2015-04-01,Peshawar,34.0151,71.5805,Typhoid,7,4,1,2,37.5,78.8,37.9,1934,48
2015-03-14,Gujranwala,32.1877,74.1945,Cholera,3,6,4,0,35.1,77.7,36.6,3361,37
2015-02-12,Sheikhupura,31.7131,73.9783,Tuberculosis,8,4,3,0,29.6,71.2,21.2,2990,42
2015-03-23,Multan,30.1575,71.5249,Allergies,1,5,6,6,34.7,79.2,37.1,1743,34
2015-05-22,Gwadar,25.1214,62.3256,Typhoid,4,3,1,3,37.7,71.6,28.8,3206,36
2015-05-13,Peshawar,34.0151,71.5805,Mumps,4,7,4,3,37.7,78.8,35.4,1934,48
2015-03-20,Larkana,27.56,68.21,Malaria,2,5,9,5,36.0,77.5,33.6,2445,71
2015-03-08,Faisalabad,31.4181,73.0798,Typhoid,0,11,2,0,34.6,75.3,33.7,1101,39
2015-03-14,Lahore,31.5497,74.3436,COVID19,20,21,27,20,34.7,78.1,33.0,2677,60
2015-03-05,Hyderabad,25.396,68.3578,Cholera,3,1,4,7,32.8,75.7,30.8,2527,79
2015-03-02,Jhelum,32.9333,73.7333,Mumps,0,6,1,8,34.2,75.8,25.6,3536,73
2015-05-16,Turbat,26.0043,63.0488,Dengue,0,8,1,10,38.4,77.9,33.3,2245,70
2015-02-03,Sukkur,27.705,68.857,Hepatitis E,7,5,0,3,26.3,67.0,14.8,4954,59
2015-01-19,Jhelum,32.9333,73.7333,Rubella,4,7,0,2,21.3,62.5,8.0,3536,73
2015-05-19,Sialkot,32.4945,74.5229,Dengue,11,3,3,4,39.2,74.6,30.8,2870,73
2015-05-16,Sialkot,32.4945,74.5229,Mumps,0,10,6,4,39.8,77.1,36.5,2870,73
2015-04-25,Rawalpindi,33.6167,73.0667,Hepatitis E,3,7,5,3,40.5,79.0,38.3,1514,35
2015-05-10,Turbat,26.0043,63.0488,Hepatitis A,9,5,4,6,39.1,78.4,35.6,2245,70
2015-03-17,Dera Ghazi Khan,30.0561,70.6347,Hepatitis E,5,7,7,7,35.8,76.3,32.7,1782,70
2015-04-13,Sukkur,27.705,68.857,Typhoid,5,6,4,8,40.3,79.7,36.1,4954,59
2015-01-04,Faisalabad,31.4181,73.0798,Allergies,10,7,0,0,17.8,59.3,0.0,1101,39
2015-05-07,Lahore,31.5497,74.3436,Asthma,4,3,6,0,40.0,78.5,34.8,2677,60
2015-01-19,Dera Ghazi Khan,30.0561,70.6347,Asthma,10,0,4,10,23.2,64.2,4.1,1782,70
2015-05-04,Peshawar,34.0151,71.5805,Measles,5,8,9,5,39.0,80.4,41.4,1934,48
2015-05-01,Peshawar,34.0151,71.5805,Influenza,6,7,7,4,39.4,83.7,35.2,1934,48
2015-05-04,Sukkur,27.705,68.857,Eye Infections,2,2,4,2,39.2,78.4,38.7,4954,59
2015-05-04,Islamabad,33.6844,73.0479,Hepatitis E,7,4,5,8,39.3,79.0,36.7,2816,30
2015-01-19,Sheikhupura,31.7131,73.9783,Tuberculosis,4,2,3,5,22.4,62.3,5.3,2990,42
2015-05-28,Multan,30.1575,71.5249,Pneumonia,7,2,7,7,37.5,75.0,27.1,1743,34
2015-03-17,Lahore,31.5497,74.3436,Influenza,0,4,9,0,37.1,79.5,34.8,2677,60
2015-05-22,Rawalpindi,33.6167,73.0667,Skin Infections,5,9,1,3,39.5,72.5,31.5,1514,35
2015-05-28,Sialkot,32.4945,74.5229,Typhoid,9,10,3,8,38.3,72.8,28.1,2870,73
2015-04-07,Quetta,30.1798,66.975,Dengue,9,6,3,4,37.4,80.7,39.6,2413,46
2015-01-16,Peshawar,34.0151,71.5805,Polio,5,3,3,3,22.6,62.9,2.1,1934,48
2015-02-27,Multan,30.1575,71.5249,Cholera,2,3,3,6,31.7,72.6,30.4,1743,34
2015-05-22,Gwadar,25.1214,62.3256,Mumps,5,4,6,6,37.7,71.6,28.8,3206,36
2015-01-19,Gwadar,25.1214,62.3256,Eye Infections,4,7,2,2,22.5,61.6,5.9,3206,36
2015-05-28,Sargodha,32.0836,72.6711,Tuberculosis,1,2,5,9,36.9,72.6,30.3,2649,30
2015-03-05,Gwadar,25.1214,62.3256,Pneumonia,3,5,8,9,34.0,77.0,32.7,3206,36
2015-04-19,Sialkot,32.4945,74.5229,Hepatitis A,5,7,4,5,37.0,76.5,39.4,2870,73
2015-01-04,Larkana,27.56,68.21,Rotavirus,8,4,0,0,20.6,56.9,0.0,2445,71
2015-01-19,Peshawar,34.0151,71.5805,Polio,4,5,3,3,22.3,62.1,5.0,1934,48
2015-04-28,Larkana,27.56,68.21,Tuberculosis,4,2,1,6,40.2,75.6,39.0,2445,71
2015-02-12,Peshawar,34.0151,71.5805,Rubella,0,2,8,1,26.6,71.9,20.7,1934,48
2015-02-18,Sheikhupura,31.7131,73.9783,Malaria,5,4,6,1,29.5,70.7,21.8,2990,42
2015-01-10,Gwadar,25.1214,62.3256,Dengue,4,5,3,2,20.8,58.7,0.0,3206,36
2015-02-12,Islamabad,33.6844,73.0479,Pneumonia,6,3,2,5,28.5,73.2,17.9,2816,30
2015-05-22,Peshawar,34.0151,71.5805,Allergies,5,0,7,5,39.2,76.2,33.2,1934,48
2015-01-16,Lahore,31.5497,74.3436,Pneumonia,6,9,6,5,22.2,57.9,2.3,2677,60
2015-04-07,Multan,30.1575,71.5249,Tuberculosis,4,9,5,3,41.1,81.5,39.8,1743,34
2015-04-04,Larkana,27.56,68.21,COVID19,19,19,13,25,39.2,77.2,38.0,2445,71
2015-04-22,Turbat,26.0043,63.0488,Tuberculosis,3,2,7,5,41.2,80.4,37.5,2245,70
2015-01-28,Sialkot,32.4945,74.5229,Malaria,6,2,5,1,26.4,64.1,12.1,2870,73
2015-04-16,Karachi South,24.809,66.991,Measles,5,5,6,7,39.5,76.4,39.5,3410,90
2015-05-22,Bahawalpur,29.3956,71.6833,Allergies,8,1,7,4,39.0,80.6,29.6,1135,66
2015-05-01,Multan,30.1575,71.5249,Allergies,3,4,3,9,39.9,79.9,36.2,1743,34
2015-02-09,Bahawalpur,29.3956,71.6833,Eye Infections,4,4,0,0,27.4,68.5,22.3,1135,66
2015-03-14,Rawalpindi,33.6167,73.0667,Dengue,3,3,5,6,34.4,77.4,32.2,1514,35
2015-02-06,Hyderabad,25.396,68.3578,Measles,6,10,6,4,26.2,66.4,20.1,2527,79
2015-01-04,Faisalabad,31.4181,73.0798,Rubella,7,3,0,0,17.8,59.3,0.0,1101,39
2015-02-21,Gwadar,25.1214,62.3256,Tuberculosis,2,4,7,9,27.9,71.7,23.8,3206,36
2015-03-20,Dera Ghazi Khan,30.0561,70.6347,Measles,0,8,10,8,35.8,78.2,36.5,1782,70
2015-03-17,Quetta,30.1798,66.975,GI Infections,6,7,10,0,36.8,77.3,31.9,2413,46
2015-04-01,Faisalabad,31.4181,73.0798,Measles,6,8,4,3,39.7,80.3,41.7,1101,39
2015-01-16,Multan,30.1575,71.5249,Allergies,5,5,4,7,20.7,59.3,6.8,1743,34
2015-05-22,Dera Ghazi Khan,30.0561,70.6347,Hepatitis E,0,5,6,5,39.7,76.8,29.8,1782,70
2015-02-27,Gujranwala,32.1877,74.1945,Hepatitis A,6,3,7,7,32.6,73.7,29.6,3361,37
2015-01-19,Bahawalpur,29.3956,71.6833,Skin Infections,2,5,4,0,23.5,59.4,5.5,1135,66
2015-02-09,Gujranwala,32.1877,74.1945,Mumps,6,0,8,8,26.2,66.0,16.6,3361,37
2015-02-21,Lahore,31.5497,74.3436,Malaria,4,7,6,0,30.3,72.2,24.7,2677,60
2015-05-04,Lahore,31.5497,74.3436,Typhoid,6,9,0,1,41.0,81.4,31.4,2677,60
2015-03-20,Larkana,27.56,68.21,Polio,2,4,4,7,36.0,77.5,33.6,2445,71
2015-03-23,Sukkur,27.705,68.857,Mumps,8,3,4,4,38.0,77.1,41.0,4954,59
2015-03-20,Quetta,30.1798,66.975,Tuberculosis,11,5,4,1,36.7,80.5,36.6,2413,46
2015-05-04,Sukkur,27.705,68.857,Asthma,4,3,7,4,39.2,78.4,38.7,4954,59
2015-02-15,Lahore,31.5497,74.3436,Rotavirus,5,0,2,3,29.0,71.3,24.2,2677,60
2015-04-13,Sukkur,27.705,68.857,Allergies,0,2,2,5,40.3,79.7,36.1,4954,59
2015-01-07,Hyderabad,25.396,68.3578,Mumps,0,8,0,0,18.4,57.6,0.0,2527,79
2015-05-10,Larkana,27.56,68.21,Influenza,4,7,6,8,40.6,80.8,35.4,2445,71
2015-01-10,Dera Ghazi Khan,30.0561,70.6347,Measles,2,3,9,8,21.6,61.9,0.0,1782,70
2015-01-19,Sargodha,32.0836,72.6711,Asthma,5,3,0,2,20.8,63.1,5.0,2649,30
2015-02-09,Sheikhupura,31.7131,73.9783,Malaria,1,7,4,4,26.6,74.2,18.6,2990,42
2015-05-16,Faisalabad,31.4181,73.0798,Polio,6,7,4,0,40.1,79.2,29.1,1101,39
2015-04-28,Sargodha,32.0836,72.6711,Asthma,10,7,5,2,39.2,79.9,39.9,2649,30
2015-05-10,Peshawar,34.0151,71.5805,Rotavirus,3,5,0,6,39.7,77.3,33.0,1934,48
2015-02-12,Sheikhupura,31.7131,73.9783,Hepatitis A,3,4,9,8,29.6,71.2,21.2,2990,42
2015-03-02,Lahore,31.5497,74.3436,Polio,6,3,6,6,33.1,75.6,29.8,2677,60
2015-04-28,Islamabad,33.6844,73.0479,Pneumonia,7,4,7,4,40.2,80.3,40.1,2816,30
2015-04-16,Rawalpindi,33.6167,73.0667,Influenza,4,8,8,5,39.7,79.5,39.3,1514,35
2015-02-21,Hyderabad,25.396,68.3578,Cholera,0,5,2,0,29.7,74.4,25.9,2527,79
2015-05-28,Faisalabad,31.4181,73.0798,Malaria,1,14,7,6,37.9,71.3,27.0,1101,39
2015-03-29,Peshawar,34.0151,71.5805,Cholera,5,0,6,7,38.9,76.2,38.7,1934,48
2015-04-10,Sialkot,32.4945,74.5229,Tuberculosis,8,4,2,8,37.5,78.6,43.0,2870,73
2015-03-17,Sargodha,32.0836,72.6711,Allergies,2,9,8,7,36.6,77.2,36.9,2649,30
2015-01-28,Sargodha,32.0836,72.6711,Influenza,17,13,15,6,24.3,63.2,10.1,2649,30
2015-04-19,Quetta,30.1798,66.975,Hepatitis A,5,7,3,3,40.1,81.6,38.0,2413,46
2015-01-22,Sheikhupura,31.7131,73.9783,Rotavirus,5,7,2,8,22.2,60.1,7.9,2990,42
2015-03-14,Sialkot,32.4945,74.5229,Skin Infections,5,9,4,3,34.1,79.1,37.5,2870,73
2015-01-04,Sargodha,32.0836,72.6711,Asthma,5,0,0,0,18.3,57.0,0.0,2649,30
2015-04-19,Sialkot,32.4945,74.5229,Dengue,6,1,9,4,37.0,76.5,39.4,2870,73
2015-05-16,Karachi South,24.809,66.991,Hepatitis A,8,4,4,2,39.7,80.1,34.9,3410,90
2015-04-16,Gujranwala,32.1877,74.1945,Allergies,5,6,6,2,40.3,83.9,42.3,3361,37
2015-01-25,Rawalpindi,33.6167,73.0667,GI Infections,4,4,5,3,24.8,63.5,7.1,1514,35
2015-04-25,Gujranwala,32.1877,74.1945,Polio,4,7,6,4,40.3,79.4,39.4,3361,37
2015-01-25,Sialkot,32.4945,74.5229,Malaria,2,5,1,7,24.8,65.3,8.6,2870,73
2015-03-17,Gujranwala,32.1877,74.1945,COVID19,17,15,17,15,35.9,78.1,37.6,3361,37
2015-04-25,Sheikhupura,31.7131,73.9783,Hepatitis A,5,6,4,2,40.7,79.5,39.4,2990,42
2015-03-05,Faisalabad,31.4181,73.0798,Dengue,2,4,1,8,35.0,77.2,32.5,1101,39
2015-02-09,Karachi South,24.809,66.991,Rubella,11,3,9,1,28.0,69.9,17.9,3410,90
2015-03-08,Lahore,31.5497,74.3436,Mumps,5,2,3,7,32.4,77.4,34.0,2677,60
2015-03-17,Islamabad,33.6844,73.0479,Skin Infections,10,0,0,2,35.4,75.2,37.1,2816,30
2015-03-11,Sargodha,32.0836,72.6711,Allergies,8,7,4,5,32.8,82.0,36.3,2649,30
2015-03-26,Quetta,30.1798,66.975,Tuberculosis,8,0,11,5,38.0,79.3,40.1,2413,46
2015-02-06,Lahore,31.5497,74.3436,Tuberculosis,6,2,7,9,26.4,68.1,14.8,2677,60
2015-05-01,Sargodha,32.0836,72.6711,Pneumonia,4,3,5,4,42.0,81.7,37.3,2649,30
2015-04-22,Karachi South,24.809,66.991,Tuberculosis,5,4,1,3,40.1,78.6,43.4,3410,90
2015-01-13,Rawalpindi,33.6167,73.0667,Hepatitis A,0,8,3,3,21.0,60.9,2.2,1514,35
2015-03-14,Larkana,27.56,68.21,Rubella,1,3,3,4,36.0,80.7,37.6,2445,71
2015-02-21,Gwadar,25.1214,62.3256,Mumps,2,7,2,4,27.9,71.7,23.8,3206,36
2015-05-25,Faisalabad,31.4181,73.0798,GI Infections,9,0,11,6,38.5,77.4,25.6,1101,39
2015-03-14,Islamabad,33.6844,73.0479,Eye Infections,6,5,11,9,35.5,74.4,34.1,2816,30
2015-03-08,Gwadar,25.1214,62.3256,Cholera,4,6,3,0,33.3,73.8,30.7,3206,36
2015-01-13,Karachi South,24.809,66.991,COVID19,5,6,7,4,20.6,64.1,0.7,3410,90
2015-05-19,Faisalabad,31.4181,73.0798,Pneumonia,3,1,7,5,40.6,75.0,33.9,1101,39
2015-02-03,Gujranwala,32.1877,74.1945,Allergies,6,6,4,4,25.7,66.6,17.2,3361,37
2015-04-19,Gujranwala,32.1877,74.1945,GI Infections,5,10,1,0,40.0,80.2,38.6,3361,37
2015-05-28,Larkana,27.56,68.21,Influenza,5,0,0,1,38.1,73.9,29.7,2445,71
2015-02-06,Turbat,26.0043,63.0488,Polio,3,13,9,6,24.7,70.0,16.2,2245,70
2015-05-28,Sukkur,27.705,68.857,Cholera,4,3,0,0,37.0,75.5,29.7,4954,59
2015-05-19,Multan,30.1575,71.5249,Cholera,0,1,6,0,41.4,76.5,31.8,1743,34
2015-02-09,Sargodha,32.0836,72.6711,Typhoid,6,7,4,6,28.6,71.3,17.3,2649,30
2015-05-22,Peshawar,34.0151,71.5805,Typhoid,7,5,5,2,39.2,76.2,33.2,1934,48
